Log,LoggingLevel,Method
child removed during quota check,debug,"<org.apache.zookeeper.cli.SetQuotaCommand: void lambda$checkIfChildQuota$0(org.apache.zookeeper.ZooKeeper,java.lang.String,int,java.lang.String,java.lang.Object,java.lang.String)>"
"The configured <*> is invalid, going to use the default <*>",warn,<org.apache.zookeeper.server.ZKDatabase: void <init>(org.apache.zookeeper.server.persistence.FileTxnSnapLog)>
"Error parsing <*>, using default value <*>",error,<org.apache.zookeeper.server.ZKDatabase: void <init>(org.apache.zookeeper.server.persistence.FileTxnSnapLog)>
"The configured commitLogCount <*> is less than the recommended <*>, going to use the recommended one",warn,<org.apache.zookeeper.server.ZKDatabase: void <init>(org.apache.zookeeper.server.persistence.FileTxnSnapLog)>
Error parsing <*> - use default value <*>,error,<org.apache.zookeeper.server.ZKDatabase: void <init>(org.apache.zookeeper.server.persistence.FileTxnSnapLog)>
I am a participant: <*>,debug,<org.apache.zookeeper.server.quorum.FastLeaderElection: org.apache.zookeeper.server.quorum.QuorumPeer$ServerState learningState()>
I am an observer: <*>,debug,<org.apache.zookeeper.server.quorum.FastLeaderElection: org.apache.zookeeper.server.quorum.QuorumPeer$ServerState learningState()>
running stat,info,"<org.apache.zookeeper.server.admin.Commands$SrvrCommand: org.apache.zookeeper.server.admin.CommandResponse run(org.apache.zookeeper.server.ZooKeeperServer,java.util.Map)>"
TGT valid starting at:        <*>,info,<org.apache.zookeeper.Login: long getRefreshTime(javax.security.auth.kerberos.KerberosTicket)>
TGT expires:                  <*>,info,<org.apache.zookeeper.Login: long getRefreshTime(javax.security.auth.kerberos.KerberosTicket)>
,<init>,<org.apache.zookeeper.server.quorum.QuorumPeer: org.apache.zookeeper.server.quorum.QuorumPeer createFromConfig(org.apache.zookeeper.server.quorum.QuorumPeerConfig)>
,setClientPortListenBacklog,<org.apache.zookeeper.server.quorum.QuorumPeer: org.apache.zookeeper.server.quorum.QuorumPeer createFromConfig(org.apache.zookeeper.server.quorum.QuorumPeerConfig)>
,<init>,<org.apache.zookeeper.server.quorum.QuorumPeer: org.apache.zookeeper.server.quorum.QuorumPeer createFromConfig(org.apache.zookeeper.server.quorum.QuorumPeerConfig)>
"Too busy to snap, skipping",warn,<org.apache.zookeeper.server.SyncRequestProcessor: void run()>
SyncRequestProcessor exited!,info,<org.apache.zookeeper.server.SyncRequestProcessor: void run()>
Invalid path <*> with session x<*>,info,"<org.apache.zookeeper.server.PrepRequestProcessor: java.lang.String validatePathForCreate(java.lang.String,long)>"
client supplied realm: <*>,debug,<org.apache.zookeeper.server.auth.SaslServerCallbackHandler: void handleRealmCallback(javax.security.sasl.RealmCallback)>
NEWLEADER ACK from sid: <*> is from a different epoch - current x<*> received x<*>,error,"<org.apache.zookeeper.server.quorum.Leader: void waitForNewLeaderAck(long,long)>"
Upgrading session x<*>,info,<org.apache.zookeeper.server.quorum.UpgradeableSessionTracker: int upgradeSession(long)>
Unable to resolve address: <*>,error,<org.apache.zookeeper.client.StaticHostProvider: java.net.InetSocketAddress resolve(java.net.InetSocketAddress)>
ZK Server <*> started,info,<org.apache.zookeeper.server.embedded.ZooKeeperServerEmbeddedImpl$1$1: void start()>
Unexpected interruption,warn,<org.apache.zookeeper.server.ZooKeeperServer: void enqueueRequest(org.apache.zookeeper.server.Request)>
ignored exception during selector close.,warn,<org.apache.zookeeper.server.NIOServerCnxnFactory$AbstractSelectThread: void closeSelector()>
Error closing listen socket,warn,<org.apache.zookeeper.server.NIOServerCnxnFactory: void stop()>
SessionTrackerImpl exited loop!,info,<org.apache.zookeeper.server.SessionTrackerImpl: void run()>
validate if destination address is reachable for sid <*>,debug,<org.apache.zookeeper.server.quorum.QuorumCnxManager$SendWorker: void lambda$asyncValidateIfSocketIsStillReachable$0()>
destination address <*> is reachable for sid <*>,debug,<org.apache.zookeeper.server.quorum.QuorumCnxManager$SendWorker: void lambda$asyncValidateIfSocketIsStillReachable$0()>
"destination address <*> not reachable anymore, shutting down the SendWorker for sid <*>",warn,<org.apache.zookeeper.server.quorum.QuorumCnxManager$SendWorker: void lambda$asyncValidateIfSocketIsStillReachable$0()>
Submitting <*> closeSession request for session x<*>,info,<org.apache.zookeeper.server.quorum.QuorumZooKeeperServer: void setLocalSessionFlag(org.apache.zookeeper.server.Request)>
creating plaintext handler for session <*>,debug,<org.apache.zookeeper.server.NettyServerCnxnFactory$DualModeSslHandler: io.netty.channel.ChannelHandler newNonSslHandler(io.netty.channel.ChannelHandlerContext)>
Auth provider not found: <*>,error,"<org.apache.zookeeper.server.NettyServerCnxnFactory: void initSSL(io.netty.channel.ChannelPipeline,boolean)>"
dual mode SSL handler added for channel: <*>,debug,"<org.apache.zookeeper.server.NettyServerCnxnFactory: void initSSL(io.netty.channel.ChannelPipeline,boolean)>"
SSL handler added for channel: <*>,debug,"<org.apache.zookeeper.server.NettyServerCnxnFactory: void initSSL(io.netty.channel.ChannelPipeline,boolean)>"
Couldn\'t bind to <*>,error,"<org.apache.zookeeper.server.quorum.Leader: java.util.Optional createServerSocket(java.net.InetSocketAddress,boolean,boolean)>"
Closing connection to peer due to transaction timeout.,warn,<org.apache.zookeeper.server.quorum.LearnerHandler: void ping()>
Got user-level KeeperException when processing <*> aborting remaining multi ops. Error Path:<*> Error:<*>,info,<org.apache.zookeeper.server.PrepRequestProcessor: void pRequestHelper(org.apache.zookeeper.server.Request)>
unknown type <*>,warn,<org.apache.zookeeper.server.PrepRequestProcessor: void pRequestHelper(org.apache.zookeeper.server.Request)>
Got user-level KeeperException when processing <*> Error Path:<*> Error:<*>,info,<org.apache.zookeeper.server.PrepRequestProcessor: void pRequestHelper(org.apache.zookeeper.server.Request)>
Failed to process <*>,error,<org.apache.zookeeper.server.PrepRequestProcessor: void pRequestHelper(org.apache.zookeeper.server.Request)>
Dumping request buffer for request type <*>: x<*>,error,<org.apache.zookeeper.server.PrepRequestProcessor: void pRequestHelper(org.apache.zookeeper.server.Request)>
Unexpected interruption,warn,<org.apache.zookeeper.server.ZooKeeperServer: void submitRequestNow(org.apache.zookeeper.server.Request)>
Received packet at server of unknown type <*>,warn,<org.apache.zookeeper.server.ZooKeeperServer: void submitRequestNow(org.apache.zookeeper.server.Request)>
Dropping request.,debug,<org.apache.zookeeper.server.ZooKeeperServer: void submitRequestNow(org.apache.zookeeper.server.Request)>
Unable to process request,error,<org.apache.zookeeper.server.ZooKeeperServer: void submitRequestNow(org.apache.zookeeper.server.Request)>
Shutting down,info,<org.apache.zookeeper.server.quorum.Leader: void shutdown(java.lang.String)>
Shutdown called. For the reason <*>,info,<org.apache.zookeeper.server.quorum.Leader: void shutdown(java.lang.String)>
"Socket connection established, initiating session, client: <*>, server: <*>",info,<org.apache.zookeeper.ClientCnxn$SendThread: void primeConnection()>
Session establishment request sent on <*>,debug,<org.apache.zookeeper.ClientCnxn$SendThread: void primeConnection()>
Exception while accepting follower,warn,<org.apache.zookeeper.server.quorum.Leader$LearnerCnxAcceptor$LearnerCnxAcceptorHandler: void run()>
ACK for x<*> received before ACK for x<*>,warn,<org.apache.zookeeper.server.quorum.LearnerHandler$SyncLimitCheck: void updateAck(long)>
message received called <*>,trace,"<org.apache.zookeeper.server.NettyServerCnxnFactory$CnxnChannelHandler: void channelRead(io.netty.channel.ChannelHandlerContext,java.lang.Object)>"
New message <*> from <*>,debug,"<org.apache.zookeeper.server.NettyServerCnxnFactory$CnxnChannelHandler: void channelRead(io.netty.channel.ChannelHandlerContext,java.lang.Object)>"
channelRead() on a closed or closing NettyServerCnxn,error,"<org.apache.zookeeper.server.NettyServerCnxnFactory$CnxnChannelHandler: void channelRead(io.netty.channel.ChannelHandlerContext,java.lang.Object)>"
Unexpected exception in receive,error,"<org.apache.zookeeper.server.NettyServerCnxnFactory$CnxnChannelHandler: void channelRead(io.netty.channel.ChannelHandlerContext,java.lang.Object)>"
Missing quota stat node <*>,warn,<org.apache.zookeeper.server.DataTree: void updateQuotaForPath(java.lang.String)>
multiAddress.enabled set to <*>,info,<org.apache.zookeeper.server.quorum.QuorumPeer: void setMultiAddressEnabled(boolean)>
Peer type from servers list (<*>) doesn\'t match peerType (<*>). Defaulting to servers list.,warn,<org.apache.zookeeper.server.quorum.QuorumPeerConfig: void setupPeerType()>
Set maxConcurrentSnapSyncs to <*>,info,<org.apache.zookeeper.server.quorum.LearnerMaster: void setMaxConcurrentSnapSyncs(int)>
Waiting for <*> ms before reconnecting with the leader,info,<org.apache.zookeeper.server.quorum.Observer: void waitForReconnectDelayHelper(long)>
Interrupted while waiting,warn,<org.apache.zookeeper.server.quorum.Observer: void waitForReconnectDelayHelper(long)>
"Closing connection to leader, exception during packet send",warn,<org.apache.zookeeper.server.quorum.SendAckRequestProcessor: void flush()>
Ignoring error closing the connection,debug,<org.apache.zookeeper.server.quorum.SendAckRequestProcessor: void flush()>
already shutdown <*>,info,<org.apache.zookeeper.server.NettyServerCnxnFactory: void shutdown()>
shutdown called <*>,info,<org.apache.zookeeper.server.NettyServerCnxnFactory: void shutdown()>
Shutting down,info,<org.apache.zookeeper.server.PrepRequestProcessor: void shutdown()>
"ZooKeeper server is not running, so not proceeding to shutdown!",debug,<org.apache.zookeeper.server.quorum.ObserverZooKeeperServer: void shutdown()>
channel is disconnected: <*>,info,<org.apache.zookeeper.ClientCnxnSocketNetty$ZKClientHandler: void channelInactive(io.netty.channel.ChannelHandlerContext)>
Incoming connection has no data,warn,"<org.apache.zookeeper.server.admin.UnifiedConnectionFactory: org.eclipse.jetty.io.Connection newConnection(org.eclipse.jetty.server.Connector,org.eclipse.jetty.io.EndPoint)>"
Local sessions <*>,info,<org.apache.zookeeper.server.quorum.QuorumPeer: void enableLocalSessions(boolean)>
Channel inactive <*>,trace,<org.apache.zookeeper.server.NettyServerCnxnFactory$CnxnChannelHandler: void channelInactive(io.netty.channel.ChannelHandlerContext)>
Channel inactive caused close <*>,trace,<org.apache.zookeeper.server.NettyServerCnxnFactory$CnxnChannelHandler: void channelInactive(io.netty.channel.ChannelHandlerContext)>
Attempting to start sending thread after it already started,error,<org.apache.zookeeper.server.quorum.LearnerHandler: void startSendingPackets()>
Read incorrect number of bytes from <*>,error,<org.apache.zookeeper.server.persistence.SnapStream: boolean isValidGZipStream(java.io.File)>
Unable to open file <*>,error,<org.apache.zookeeper.server.persistence.SnapStream: boolean isValidGZipStream(java.io.File)>
Doing client selector close,trace,<org.apache.zookeeper.ClientCnxnSocketNIO: void close()>
Closed client selector,trace,<org.apache.zookeeper.ClientCnxnSocketNIO: void close()>
Ignoring exception during selector close,warn,<org.apache.zookeeper.ClientCnxnSocketNIO: void close()>
Closing session x<*>,info,<org.apache.zookeeper.server.ZooKeeperServer: void closeSession(long)>
Error while accessing socket for <*>,error,"<org.apache.zookeeper.server.quorum.QuorumCnxManager$RecvWorker: void <init>(org.apache.zookeeper.server.quorum.QuorumCnxManager,java.net.Socket,java.io.DataInputStream,java.lang.Long,org.apache.zookeeper.server.quorum.QuorumCnxManager$SendWorker)>"
ignore missing proposal packet for <*>,debug,<org.apache.zookeeper.server.quorum.ObserverMaster: org.apache.zookeeper.server.quorum.QuorumPacket removeProposedPacket(long)>
Negative size limit - retrieving proposal via txnlog is disabled,debug,"<org.apache.zookeeper.server.ZKDatabase: java.util.Iterator getProposalsFromTxnLog(long,long)>"
Unable to find proposals from txnlog for zxid: x<*>,warn,"<org.apache.zookeeper.server.ZKDatabase: java.util.Iterator getProposalsFromTxnLog(long,long)>"
Txnlog size: <*> exceeds sizeLimit: <*>,info,"<org.apache.zookeeper.server.ZKDatabase: java.util.Iterator getProposalsFromTxnLog(long,long)>"
Unable to read txnlog from disk,error,"<org.apache.zookeeper.server.ZKDatabase: java.util.Iterator getProposalsFromTxnLog(long,long)>"
Error closing file iterator,warn,"<org.apache.zookeeper.server.ZKDatabase: java.util.Iterator getProposalsFromTxnLog(long,long)>"
startZxid ,<init>,"<org.apache.zookeeper.server.ZKDatabase: java.util.Iterator getProposalsFromTxnLog(long,long)>"
key <*>\'s value <*> is replaced with new value <*>,debug,"<org.apache.zookeeper.common.ZKConfig: void setProperty(java.lang.String,java.lang.String)>"
Last transaction was partial.,error,<org.apache.zookeeper.server.persistence.Util: byte readTxnBytes(org.apache.jute.InputArchive)>
Unexpected remote address <*> when removing cnxn <*>,error,"<org.apache.zookeeper.server.NettyServerCnxnFactory: java.util.concurrent.atomic.AtomicInteger lambda$removeCnxnFromIpMap$3(java.net.InetAddress,org.apache.zookeeper.server.NettyServerCnxn,java.net.InetAddress,java.util.concurrent.atomic.AtomicInteger)>"
Problem stopping AdminServer,warn,<org.apache.zookeeper.server.ZooKeeperServerMain: void shutdown()>
,<init>,<org.apache.zookeeper.server.persistence.TxnLogToolkit: void chop()>
Unexpected exception,warn,"<org.apache.zookeeper.ServerAdminClient: void setTraceMask(java.lang.String,int,java.lang.String)>"
Unexpected exception,warn,"<org.apache.zookeeper.ServerAdminClient: void setTraceMask(java.lang.String,int,java.lang.String)>"
Unexpected exception,warn,"<org.apache.zookeeper.ServerAdminClient: void setTraceMask(java.lang.String,int,java.lang.String)>"
Unexpected exception,warn,"<org.apache.zookeeper.ServerAdminClient: void setTraceMask(java.lang.String,int,java.lang.String)>"
"Failed to authenticate using SASL, server addr: <*>, retries=<*> exceeded.",warn,"<org.apache.zookeeper.server.quorum.auth.SaslQuorumAuthServer: void authenticate(java.net.Socket,java.io.DataInputStream)>"
Successfully completed the authentication using SASL. learner addr: <*>,info,"<org.apache.zookeeper.server.quorum.auth.SaslQuorumAuthServer: void authenticate(java.net.Socket,java.io.DataInputStream)>"
SaslServer dispose() failed,error,"<org.apache.zookeeper.server.quorum.auth.SaslQuorumAuthServer: void authenticate(java.net.Socket,java.io.DataInputStream)>"
Exception while sending failed status,warn,"<org.apache.zookeeper.server.quorum.auth.SaslQuorumAuthServer: void authenticate(java.net.Socket,java.io.DataInputStream)>"
Failed to authenticate using SASL,error,"<org.apache.zookeeper.server.quorum.auth.SaslQuorumAuthServer: void authenticate(java.net.Socket,java.io.DataInputStream)>"
Failed to authenticate using SASL,warn,"<org.apache.zookeeper.server.quorum.auth.SaslQuorumAuthServer: void authenticate(java.net.Socket,java.io.DataInputStream)>"
"Maintaining learner connection despite SASL authentication failure. server addr: <*>, <*>: <*>",warn,"<org.apache.zookeeper.server.quorum.auth.SaslQuorumAuthServer: void authenticate(java.net.Socket,java.io.DataInputStream)>"
